Student ID,Study Hours per Week,Attendance Rate,Previous Grades,Parent Education Level,Gender,Engagement Level,Contact Info,Library Card Number,Grade Level,Age,Country
S32555,2.2,100.1,57.1,Doctorate,Male,2,444-335-1205,,Grade 12,17,Germany
S32556,6.4,30.2,,Associate,Female,0,991-764-4740,LC2974,Grade 11,16,Spain
S32557,13.8,72.6,69.4,Associate,Female,2,349-410-9030,LC1169,Grade 11,16,England
S32558,4.5,77.3,83.4,High School,Male,1,542-711-1931,LC6227,Grade 12,17,England
S32559,11.3,45.4,66.7,,Male,,312-468-6581,LC1856,Grade 12,17,Spain
S32560,12.1,100.1,80.4,Associate,Male,1,320-639-8323,,Grade 11,16,Germany
S32561,12.4,82.4,64.9,Master,Female,2,177-691-1030,,Grade 11,16,England
S32562,12.8,92.0,57.9,Bachelor,Male,0,289-202-7325,,Grade 12,17,Germany
S32563,13.1,66.1,60.8,Doctorate,Male,1,913-677-5277,LC2216,Grade 12,17,Spain
S32564,6.9,59.4,72.0,High School,Male,4,501-772-3961,LC7543,Grade 12,17,Spain
S32565,2.7,63.6,58.2,Bachelor,Male,4,193-559-4049,LC1623,Grade 10,15,England
S32566,5.6,72.8,57.0,Associate,Male,5,978-109-7040,LC1053,Grade 11,16,France
S32567,13.6,,42.8,,Female,1,298-491-7972,LC8253,Grade 11,16,Germany
S32568,4.0,93.1,67.6,Bachelor,Male,0,285-715-8783,LC1847,Grade 12,17,France
S32569,4.8,128.3,58.2,Associate,Male,,771-324-7469,,Grade 11,16,England
S32570,4.8,86.7,45.0,High School,Male,5,675-815-4245,,Grade 11,16,Portugal
S32571,0.8,36.1,58.6,,Female,2,483-532-5265,LC5806,Grade 12,17,England
S32572,4.3,78.1,65.9,Bachelor,Female,2,223-567-2583,,Grade 10,15,England
S32573,15.0,51.2,,Master,Female,0,327-391-5489,LC7037,Grade 10,15,Germany
S32574,6.4,150.0,74.3,Master,Male,0,517-443-3890,LC8011,Grade 12,18,Spain
S32575,1.3,,,High School,Female,2,386-890-7497,LC5613,Grade 12,17,France
S32576,,69.8,52.6,Bachelor,Female,3,145-155-3687,LC4389,Grade 12,17,Portugal
S32577,12.6,54.3,70.9,Bachelor,Male,1,558-412-6712,LC8998,Grade 11,16,Spain
S32578,0.8,85.4,53.2,,Male,1,587-853-5872,LC1394,Grade 11,16,Spain
S32579,14.8,35.1,55.9,Bachelor,Male,2,296-975-1964,LC1499,Grade 10,15,England
S32580,2.8,82.7,54.5,Doctorate,Male,0,171-963-6900,,Grade 12,17,Spain
S32581,8.0,57.0,57.9,Bachelor,Male,1,153-527-6336,LC5020,Grade 11,16,Germany
S32582,8.0,80.6,78.0,High School,Female,4,659-336-8810,LC6068,Grade 11,16,England
S32583,7.2,48.1,72.5,Bachelor,Male,3,265-806-8793,LC6435,Grade 12,17,Spain
S32584,9.7,79.6,74.7,Associate,Male,0,299-824-2000,LC4197,Grade 10,15,Germany
S32585,13.9,102.5,82.5,Bachelor,Female,2,797-567-6514,LC6474,Grade 10,15,Germany
S32586,,63.1,48.4,Doctorate,Female,2,997-962-3956,LC3370,Grade 11,16,Spain
S32587,7.0,62.7,65.3,Master,Female,2,919-964-2478,LC5655,Grade 10,15,France
S32588,12.3,83.6,62.9,Doctorate,Male,3,882-232-7676,,Grade 10,15,Portugal
S32589,11.0,150.0,69.9,Master,Female,0,301-110-3815,LC4528,Grade 12,17,Spain
S32590,6.7,47.4,69.6,Associate,Male,0,239-938-1238,LC7927,Grade 10,15,France
S32591,10.2,97.2,42.1,Master,Female,1,846-436-4225,LC1392,Grade 10,16,Germany
S32592,6.2,91.2,83.6,Master,Male,1,910-644-3813,LC2260,Grade 11,16,Germany
S32593,5.7,100.6,57.0,High School,Male,2,204-550-7741,LC2992,Grade 11,16,Germany
S32594,14.0,85.9,67.9,Associate,Female,0,390-653-4203,LC3711,Grade 11,16,France
S32595,12.2,112.8,71.3,Master,Male,3,837-529-6325,LC5252,Grade 11,16,Spain
S32596,13.9,37.5,64.6,Master,Female,0,506-995-9042,LC1721,Grade 12,17,Germany
S32597,13.2,105.5,48.0,Associate,Female,1,410-760-3513,,Grade 11,16,England
S32598,5.6,67.2,67.0,,Female,1,404-602-3378,,Grade 10,15,France
S32599,15.0,64.1,64.5,Bachelor,Male,1,932-316-2065,LC8716,Grade 11,16,Spain
S32600,8.5,60.7,64.3,,Male,0,170-585-2637,,Grade 12,17,Spain
S32601,14.6,85.2,61.6,High School,Male,3,825-399-8975,LC4643,Grade 11,16,Spain
S32602,9.4,91.0,75.1,Master,Male,0,616-599-4740,LC1534,Grade 12,17,England
S32603,11.6,65.7,89.3,Bachelor,Female,1,935-991-4714,LC6851,Grade 11,16,Germany
S32604,11.7,80.5,91.6,Associate,Female,0,383-980-9803,LC5020,Grade 11,16,Germany
S32605,14.1,130.3,76.4,Master,Female,1,735-173-3162,,Grade 12,17,Germany
S32606,1.8,61.6,75.1,Master,Male,0,602-576-6968,LC9381,Grade 12,16,England
S32607,2.1,67.1,41.9,Doctorate,Female,3,806-873-4651,LC6008,Grade 10,15,Portugal
S32608,13.4,103.4,67.0,High School,Male,1,328-538-9877,LC9383,Grade 11,16,France
S32609,11.8,43.5,72.0,Doctorate,Female,1,655-594-5953,LC4971,Grade 12,17,Germany
S32610,6.1,79.9,33.8,Associate,Female,2,886-456-3441,,Grade 11,16,Germany
S32611,11.8,26.7,,Associate,Male,2,315-977-6124,LC7189,Grade 11,16,England
S32612,3.0,47.4,63.7,Bachelor,Male,3,371-651-7786,LC8465,Grade 11,16,Germany
S32613,26.3,51.2,52.1,,Male,0,339-571-5090,LC7201,Grade 10,15,England
S32614,16.6,57.5,49.5,Associate,Male,1,644-720-8207,LC7915,Grade 12,17,Portugal
S32615,13.1,50.1,68.7,Doctorate,Female,1,260-216-1653,LC8148,Grade 11,16,Spain
S32616,10.4,79.0,71.2,Bachelor,Male,0,364-633-4165,LC6299,Grade 10,15,France
S32617,6.9,103.0,85.0,Master,Female,4,434-602-5600,LC6251,Grade 11,16,Spain
S32618,3.4,115.8,51.9,Doctorate,Female,,126-646-4770,,Grade 11,17,France
S32619,9.4,54.4,64.2,High School,Male,4,462-698-8258,,Grade 10,15,France
S32620,5.7,89.6,,Master,Male,3,681-128-5246,,Grade 10,15,England
S32621,6.0,99.2,58.4,High School,Male,0,126-243-1396,,Grade 12,17,France
S32622,2.9,77.4,53.8,Doctorate,Female,5,472-376-7542,LC8458,Grade 11,16,England
S32623,11.2,89.2,,Doctorate,Male,2,163-425-1308,LC9812,Grade 10,15,England
S32624,8.1,84.2,78.2,Associate,Male,1,801-665-3449,LC9138,Grade 10,15,England
S32625,12.7,84.2,66.5,Associate,Male,3,426-116-8353,LC6642,Grade 12,17,France
S32626,12.3,60.3,71.3,Master,Male,1,255-254-4430,,Grade 12,18,France
S32627,11.1,35.1,79.5,Master,Male,0,667-345-3301,,Grade 10,15,Portugal
S32628,23.3,,54.5,High School,Male,1,549-982-9267,LC6915,Grade 11,16,Spain
S32629,14.1,59.7,51.1,Bachelor,Male,1,824-601-5482,LC4929,Grade 12,17,Spain
S32630,3.7,69.4,60.9,Bachelor,Female,5,895-235-6561,,Grade 11,16,Germany
S32631,12.3,94.2,79.1,Associate,Male,0,921-476-9196,LC8989,Grade 12,17,Spain
S32632,9.7,103.7,98.4,Associate,Male,0,502-874-9730,LC1223,Grade 10,15,Germany
S32633,3.3,78.0,61.9,High School,Female,1,180-273-7635,,Grade 11,17,France
S32634,2.9,51.3,48.3,High School,Female,2,638-798-9042,LC2665,Grade 11,16,England
S32635,12.3,67.2,69.1,Doctorate,Male,3,970-838-3413,,Grade 11,16,Germany
S32636,13.5,59.6,63.3,Master,Female,0,767-599-7788,LC6683,Grade 10,15,Germany
S32637,4.8,77.5,83.2,Master,Female,1,394-843-2336,LC8724,Grade 12,16,Spain
S32638,14.9,65.7,66.7,Doctorate,Male,0,756-273-4404,LC3760,Grade 11,16,Germany
S32639,11.4,93.1,72.5,Associate,Male,1,379-171-9576,LC9372,Grade 10,15,Germany
S32640,16.0,58.0,58.9,Associate,Male,0,100-125-2888,,Grade 10,15,England
S32641,15.4,118.7,68.2,High School,Female,1,680-701-9221,LC7821,Grade 11,16,France
S32642,9.2,45.6,46.1,High School,Male,0,982-320-9255,LC7734,Grade 12,17,England
S32643,18.2,81.1,60.4,Doctorate,Male,0,649-610-6034,LC1658,Grade 10,15,England
S32644,,42.8,,Associate,Male,0,347-537-6070,,Grade 11,16,England
S32645,22.0,96.0,68.5,Associate,Male,,217-412-7702,LC3823,Grade 10,15,Germany
S32646,,75.9,61.3,Master,Female,2,845-374-9739,LC7033,Grade 11,15,France
S32647,9.8,79.1,46.3,Bachelor,Male,1,809-367-8430,,Grade 11,15,France
S32648,7.2,,71.8,High School,Female,1,312-411-9750,LC9725,Grade 11,16,Spain
S32649,8.1,96.7,70.8,Bachelor,Male,0,431-714-8206,LC4680,Grade 10,15,England
S32650,24.6,87.9,,Master,Female,,424-686-4842,LC5576,Grade 11,16,Germany
S32651,7.7,64.1,61.6,Associate,Male,4,535-674-1251,,Grade 11,16,England
S32652,14.3,74.7,57.2,Associate,Female,1,540-510-5758,LC3075,Grade 10,15,Germany
S32653,8.8,57.2,53.1,High School,Male,1,807-976-4908,,Grade 11,16,France
S32654,14.7,55.6,70.8,Bachelor,Male,4,928-899-9394,LC5345,Grade 10,15,Germany
S32655,7.3,62.7,71.0,High School,Female,0,319-571-6674,LC2007,Grade 10,15,Spain
S32656,11.3,69.5,57.4,High School,Female,1,274-139-4164,,Grade 12,17,France
S32657,13.1,75.0,62.4,Associate,Female,1,691-687-1956,LC1883,Grade 12,17,France
S32658,6.4,74.1,69.7,Master,Male,4,365-666-8115,,Grade 10,15,Spain
S32659,,57.7,64.6,Associate,Female,3,209-705-3125,LC6908,Grade 11,16,Germany
S32660,13.4,90.2,65.8,High School,Female,4,943-316-7438,LC1013,Grade 12,17,Spain
S32661,8.9,96.8,86.2,Bachelor,Male,2,354-790-6051,,Grade 12,17,Germany
S32662,6.5,93.3,45.9,Associate,Male,4,146-525-5754,LC5360,Grade 12,17,England
S32663,10.5,89.1,60.0,Associate,Male,3,918-339-2477,LC7002,Grade 12,17,England
S32664,3.9,24.9,87.6,Bachelor,Male,4,828-384-7786,,Grade 11,16,Germany
S32665,18.9,55.0,69.0,,Female,5,692-378-7404,,Grade 11,16,Germany
S32666,12.2,45.2,52.4,Master,Male,,646-285-5232,LC6860,Grade 11,16,France
S32667,9.6,39.5,69.6,Master,Female,1,765-923-5892,LC5291,Grade 12,17,Portugal
S32668,15.2,97.9,69.7,Bachelor,Female,1,401-786-9226,,Grade 10,15,England
S32669,6.4,108.9,79.4,Associate,Female,2,540-722-6406,LC3010,Grade 11,16,Spain
S32670,4.2,75.2,77.2,High School,Male,0,471-458-8158,LC3433,Grade 11,16,England
S32671,9.3,84.4,54.9,High School,Male,1,290-631-4538,LC7038,Grade 10,15,Spain
S32672,,67.8,66.8,Master,Female,0,125-875-8728,LC1919,Grade 11,16,Germany
S32673,12.7,98.4,73.6,Master,Female,1,892-780-3836,LC1856,Grade 11,16,England
S32674,2.6,80.6,53.2,High School,Female,4,784-514-4643,LC5455,Grade 11,16,England
S32675,7.7,64.6,65.8,Master,Female,5,959-375-8620,LC2817,Grade 11,16,Germany
S32676,-5.4,86.2,40.0,Associate,Male,2,681-427-9475,LC8511,Grade 11,16,England
S32677,4.1,71.4,67.4,Doctorate,Male,1,582-389-7264,LC3739,Grade 10,15,Germany
S32678,13.6,78.9,68.0,Master,Male,1,660-204-7302,LC3492,Grade 11,16,France
S32679,14.8,88.9,58.5,Associate,Male,3,472-890-4759,LC3454,Grade 12,17,Spain
S32680,4.3,150.2,77.9,Master,Male,3,165-713-5240,,Grade 11,16,Germany
S32681,8.4,110.7,80.4,Bachelor,Female,1,106-896-4014,LC4198,Grade 11,16,France
S32682,10.1,78.0,50.6,High School,Male,5,327-516-1122,LC3424,Grade 11,16,Germany
S32683,15.4,56.2,81.4,Master,Male,5,118-251-5072,LC2548,Grade 10,15,Germany
S32684,17.6,29.9,65.9,Master,Male,1,862-156-7147,LC9245,Grade 12,17,Germany
S32685,10.8,100.7,53.2,Master,Male,,690-171-8429,,Grade 12,17,England
S32686,8.7,97.4,84.1,Doctorate,Male,1,794-836-3637,LC7454,Grade 12,17,Spain
S32687,2.8,62.4,66.5,Doctorate,Male,2,772-281-6366,,Grade 11,16,Germany
S32688,10.5,73.2,49.7,Doctorate,Male,,552-404-8047,LC4027,Grade 11,16,Spain
S32689,20.4,79.2,55.0,Bachelor,Female,0,279-374-2832,,Grade 10,15,Germany
S32690,,86.9,66.6,,Female,4,729-699-7371,LC8115,Grade 12,17,Spain
S32691,10.9,108.1,71.6,Doctorate,Male,0,622-318-3775,LC3676,Grade 12,17,Portugal
S32692,11.5,48.9,80.7,Associate,Male,2,818-940-3672,,Grade 12,17,England
S32693,6.6,88.5,71.0,Master,Female,2,532-368-5796,LC2332,Grade 12,17,Portugal
S32694,8.2,79.4,47.1,High School,Male,2,673-446-3012,LC2574,Grade 11,16,England
S32695,10.7,64.8,56.4,High School,Male,1,296-431-5627,,Grade 11,16,Germany
S32696,10.8,91.1,98.6,Master,Male,3,822-331-2411,LC6190,Grade 12,17,Germany
S32697,15.1,72.8,94.0,Bachelor,Male,2,968-243-5270,LC7142,Grade 12,17,England
S32698,14.8,73.4,,Doctorate,Male,,159-307-6763,,Grade 12,17,Portugal
S32699,12.6,81.3,76.3,Master,Male,,251-358-1199,LC1053,Grade 11,16,England
S32700,5.0,65.8,71.6,Master,Female,4,301-951-6074,,Grade 11,16,France
S32701,5.2,88.1,,Master,Male,1,892-684-6432,LC7921,Grade 11,16,France
S32702,5.6,67.1,75.3,Bachelor,Male,1,167-552-1344,LC3419,Grade 10,15,Portugal
S32703,11.2,108.8,68.1,Bachelor,Female,5,361-181-8772,LC6749,Grade 11,16,England
S32704,-0.1,79.6,85.1,Master,Male,1,351-278-4781,,Grade 12,18,Spain
S32705,10.0,,71.4,High School,Female,3,578-144-9342,,Grade 11,16,England
S32706,17.0,81.2,59.2,Associate,Male,1,644-135-1725,LC7504,Grade 12,17,Spain
S32707,13.3,94.8,76.6,Master,Male,0,240-716-2696,LC8451,Grade 11,16,France
S32708,8.2,43.5,76.1,Bachelor,Female,1,267-610-5452,,Grade 12,17,Germany
S32709,6.5,100.3,58.3,,Male,1,390-826-7713,LC6172,Grade 10,15,France
S32710,14.0,81.8,84.2,Bachelor,Male,0,527-661-5171,LC4167,Grade 12,17,Germany
S32711,11.5,74.4,74.2,Master,Male,0,378-536-7295,,Grade 11,16,Spain
S32712,8.8,61.3,64.6,High School,Male,0,499-370-9305,LC5663,Grade 12,17,Portugal
S32713,,81.9,71.3,Doctorate,Female,3,386-877-1587,LC9423,Grade 10,15,France
S32714,10.4,57.3,82.8,High School,Female,2,467-774-2226,LC6948,Grade 12,17,France
S32715,8.5,35.2,66.9,Associate,Female,0,341-416-4992,LC2572,Grade 11,15,Spain
S32716,13.9,,60.8,Bachelor,Female,3,925-147-2079,LC5525,Grade 11,16,England
S32717,16.2,69.5,52.3,High School,Male,1,346-704-3656,LC2951,Grade 11,16,France
S32718,3.2,87.3,31.4,Bachelor,Female,1,369-844-1318,,Grade 12,17,England
S32719,3.9,70.6,55.8,Bachelor,Male,1,744-550-6780,LC4508,Grade 10,15,England
S32720,16.7,52.1,57.2,Doctorate,Female,2,806-571-5949,,Grade 10,15,Germany
S32721,10.8,61.8,92.8,Doctorate,Male,1,273-608-7855,LC4984,Grade 11,15,Spain
S32722,4.3,75.4,40.9,Doctorate,Female,0,231-565-7917,,Grade 12,17,Germany
S32723,14.9,87.9,61.5,Associate,Male,1,733-680-3729,LC1757,Grade 11,16,England
S32724,11.7,91.3,43.0,Bachelor,Male,0,171-785-2778,LC1220,Grade 11,16,Germany
S32725,21.0,47.8,57.5,Bachelor,Male,3,101-595-2876,LC3080,Grade 10,15,France
S32726,8.8,76.0,,High School,Male,2,967-436-5503,LC8091,Grade 12,17,England
S32727,15.5,90.5,37.7,High School,Female,1,386-198-2468,LC8974,Grade 12,17,Portugal
S32728,2.8,57.5,60.9,High School,Male,3,677-812-7182,LC9317,Grade 10,15,Germany
S32729,17.0,111.0,40.0,Master,Female,1,564-780-1866,LC2683,Grade 10,15,Germany
S32730,14.7,65.1,69.9,Bachelor,Male,1,790-880-6541,LC3988,Grade 10,15,Germany
S32731,18.0,95.4,79.7,Bachelor,Male,1,896-600-4073,LC7651,Grade 11,16,England
S32732,15.6,88.8,40.1,High School,Male,0,370-661-7267,LC9362,Grade 11,16,England
S32733,9.5,61.2,78.6,Doctorate,Male,1,848-651-6794,LC8332,Grade 12,17,Germany
S32734,4.1,,85.2,Doctorate,Male,1,879-650-5255,LC6734,Grade 10,15,Germany
S32735,7.0,102.3,79.9,High School,Female,0,114-233-1140,LC4114,Grade 12,17,England
S32736,,64.3,69.7,Associate,Male,5,472-416-6861,,Grade 11,16,England
S32737,5.4,78.5,44.4,High School,Male,1,845-363-5394,,Grade 11,16,Germany
S32738,12.1,,90.4,Bachelor,Female,1,584-990-4770,LC7214,Grade 11,16,England
S32739,9.8,,61.2,Bachelor,Male,1,187-922-5021,LC4349,Grade 12,17,Germany
S32740,8.9,66.9,57.1,Doctorate,Male,1,245-293-8505,,Grade 10,14,Spain
S32741,6.0,85.5,77.4,Master,Male,,542-362-1623,LC7223,Grade 12,17,France
S32742,1.1,,61.9,Associate,Female,,266-187-3259,LC9817,Grade 11,16,France
S32743,10.9,81.4,53.0,Master,Female,0,946-725-7531,LC6688,Grade 11,15,Germany
S32744,11.9,68.0,59.6,High School,Male,1,779-222-7620,,Grade 11,16,England
S32745,5.0,22.2,63.0,Bachelor,Male,3,237-334-1183,,Grade 12,17,England
S32746,7.3,76.8,85.5,Bachelor,Male,4,557-747-5202,,Grade 12,17,England
S32747,17.7,100.2,68.2,Doctorate,Male,4,619-239-1646,LC1386,Grade 11,16,France
S32748,15.8,53.1,82.1,Bachelor,Male,2,321-749-9584,LC5489,Grade 10,15,England
S32749,2.6,62.1,57.9,High School,Female,5,183-116-7280,LC5044,Grade 12,18,Spain
S32750,9.6,101.5,51.4,Doctorate,Male,2,848-653-2529,LC9580,Grade 11,16,Germany
S32751,17.3,86.1,80.6,Associate,Male,3,697-984-9957,LC8720,Grade 12,17,Portugal
S32752,8.9,68.4,61.1,Bachelor,Male,1,214-297-4637,LC5807,Grade 10,15,England
S32753,8.7,80.9,63.2,Doctorate,Male,1,753-363-2476,,Grade 11,16,Portugal
S32754,15.5,62.5,80.5,Associate,Female,0,539-101-3988,LC2543,Grade 11,16,England
S32755,14.9,124.4,52.1,Doctorate,Male,4,845-256-8180,LC6295,Grade 10,15,Germany
S32756,14.7,92.7,70.5,Master,Male,5,986-517-8668,LC6128,Grade 11,16,Germany
S32757,8.7,109.2,62.9,High School,Male,0,533-177-4405,LC5466,Grade 10,15,Germany
S32758,13.3,,70.7,High School,Female,4,563-924-7106,LC7122,Grade 11,16,Germany
S32759,17.5,49.5,75.8,Doctorate,Male,4,445-795-4118,,Grade 12,17,Spain
S32760,9.8,85.1,95.4,Associate,Male,5,625-534-6373,LC5147,Grade 12,17,England
S32761,8.0,100.1,38.6,Master,Male,0,523-130-4793,LC2973,Grade 11,16,Germany
S32762,16.2,100.9,56.6,Doctorate,Male,,336-329-3610,LC6550,Grade 10,15,England
S32763,20.2,41.2,66.9,High School,Male,0,615-870-3258,,Grade 12,17,Germany
S32764,20.6,79.2,62.5,Associate,Male,4,655-527-3924,,Grade 10,15,England
S32765,8.1,43.0,56.7,Associate,Male,4,123-269-7242,LC9063,Grade 12,17,England
S32766,8.6,63.3,37.2,Associate,Female,5,546-424-2089,,Grade 12,17,Germany
S32767,4.9,86.7,55.5,Associate,Male,1,307-608-9283,LC2424,Grade 11,16,Germany
S32768,10.6,101.6,69.7,High School,Female,5,985-577-7099,,Grade 12,17,France
S32769,4.6,79.4,78.1,Bachelor,Male,3,446-633-8027,,Grade 12,17,England
S32770,7.4,52.0,63.3,Master,Female,0,217-945-9823,,Grade 11,16,England
S32771,13.5,87.0,70.4,Bachelor,Female,5,882-677-4184,LC7940,Grade 12,17,France
S32772,11.9,58.0,65.0,Doctorate,Male,1,204-694-7659,LC5819,Grade 11,16,Germany
S32773,0.9,69.2,70.9,Master,Male,0,108-893-4702,,Grade 10,15,Germany
S32774,,76.8,46.3,Associate,Male,2,975-847-9024,,Grade 11,16,Germany
S32775,4.6,61.6,73.1,High School,Male,2,861-524-1772,,Grade 11,16,Germany
S32776,5.2,87.7,56.5,Associate,Female,0,878-493-3747,LC7168,Grade 12,17,Germany
S32777,3.8,90.0,57.3,Doctorate,Female,5,488-728-7530,LC2913,Grade 11,16,Germany
S32778,6.7,95.6,63.8,Master,Male,1,243-542-8607,LC7867,Grade 10,15,Portugal
S32779,5.5,103.5,62.2,Master,Female,1,682-168-6576,LC6303,Grade 11,16,Spain
S32780,,72.1,55.8,Master,Male,2,928-152-4336,LC4980,Grade 11,16,Portugal
S32781,-2.3,50.5,81.6,,Male,1,282-841-2927,LC5521,Grade 10,15,France
S32782,10.6,52.4,68.9,Master,Male,2,680-152-4828,LC3920,Grade 11,16,England
S32783,11.2,109.7,56.6,Doctorate,Male,2,161-286-2317,LC3635,Grade 12,17,England
S32784,21.2,107.3,58.2,High School,Male,0,761-352-1728,,Grade 12,17,Germany
S32785,12.4,101.8,65.4,Doctorate,Female,2,244-284-9638,LC8857,Grade 12,17,Portugal
S32786,7.5,63.3,59.2,Bachelor,Male,0,464-464-8886,,Grade 11,16,England
S32787,4.0,108.8,52.2,Associate,Male,2,290-917-5737,LC4630,Grade 11,16,Spain
S32788,9.5,71.6,66.0,,Female,0,382-465-4119,,Grade 12,17,England
S32789,12.2,81.9,64.5,Associate,Male,1,881-555-1237,LC6272,Grade 12,17,England
S32790,7.5,91.5,62.8,High School,Female,1,695-239-6506,LC4261,Grade 12,17,England
S32791,10.3,100.2,85.6,Doctorate,Male,1,602-876-5447,,Grade 11,16,Germany
S32792,19.5,85.8,64.6,High School,Male,3,845-835-4684,LC3446,Grade 11,16,England
S32793,8.1,102.5,51.2,Associate,Male,2,536-763-9684,LC9407,Grade 12,17,England
S32794,0.6,75.3,71.7,Associate,Female,2,395-921-6905,LC7419,Grade 11,16,Spain
S32795,14.4,70.9,46.5,Bachelor,Male,5,463-128-7057,LC1305,Grade 11,16,England
S32796,11.6,68.6,84.9,Bachelor,Male,2,232-826-2523,LC4735,Grade 11,16,France
S32797,1.5,,61.6,High School,Male,1,928-568-6331,LC3865,Grade 12,17,England
S32798,12.1,19.0,54.2,,Male,2,839-277-6362,,Grade 11,16,England
S32799,5.0,95.8,,Master,Female,3,790-607-7095,LC5343,Grade 11,16,England
S32800,12.2,70.3,70.8,High School,Male,1,200-779-4164,LC6983,Grade 11,16,Portugal
S32801,19.5,89.9,32.1,Master,Female,1,274-264-1281,LC3116,Grade 12,17,France
S32802,,87.0,63.2,Bachelor,Male,0,109-976-1596,LC3441,Grade 10,15,Germany
S32803,15.4,78.2,71.4,,Female,3,283-933-5848,LC4555,Grade 12,17,France
S32804,3.9,93.9,84.3,Doctorate,Male,2,709-864-9710,,Grade 12,17,England
S32805,2.4,96.4,43.5,Doctorate,Male,4,171-130-5674,LC1993,Grade 12,17,Spain
S32806,20.1,56.0,35.1,Doctorate,Male,2,998-444-6061,LC8722,Grade 11,16,England
S32807,11.5,105.7,61.3,Master,Male,0,890-767-9992,LC2652,Grade 12,17,Germany
S32808,13.2,92.3,71.0,Associate,Male,0,569-505-4927,LC1750,Grade 12,17,Germany
S32809,15.8,57.5,55.5,Associate,Female,4,798-541-6287,LC4762,Grade 11,17,France
S32810,7.4,62.0,64.5,Master,Male,3,148-662-8141,LC2278,Grade 10,15,England
S32811,14.1,50.1,,Associate,Male,4,939-558-4486,LC9751,Grade 10,14,Germany
S32812,13.4,87.6,76.6,Doctorate,Male,4,133-408-7830,,Grade 10,15,Germany
S32813,3.5,71.5,77.6,Master,Male,0,881-712-7461,,Grade 11,16,France
S32814,17.6,25.1,49.2,High School,Female,1,217-475-9201,LC8005,Grade 11,16,France
S32815,16.5,63.9,54.5,Associate,Male,2,293-795-4737,LC4957,Grade 11,16,England
S32816,3.6,67.4,42.8,High School,Female,2,139-748-8112,,Grade 11,16,Germany
S32817,11.0,77.1,,,Male,0,406-114-5180,LC8023,Grade 11,16,France
S32818,8.8,44.2,53.5,High School,Male,1,716-458-7806,LC2968,Grade 11,16,England
S32819,17.1,77.3,60.3,Bachelor,Male,5,143-576-7083,LC9891,Grade 10,15,Portugal
S32820,2.9,105.0,56.5,Doctorate,Male,2,486-849-4731,,Grade 11,16,Spain
S32821,28.0,78.7,80.2,Doctorate,Male,0,409-445-9078,,Grade 11,16,England
S32822,9.1,86.8,50.9,High School,Female,4,906-938-9151,LC2983,Grade 11,16,England
S32823,13.7,106.3,87.7,Associate,Female,1,142-621-9641,LC5569,Grade 11,15,Portugal
S32824,16.9,73.1,42.9,Associate,Male,4,944-738-7339,,Grade 11,16,Spain
S32825,9.0,72.5,38.8,Master,Male,1,860-678-1207,LC9642,Grade 10,15,Spain
S32826,9.4,,54.4,High School,Female,0,815-185-2980,,Grade 11,16,Germany
S32827,7.5,57.3,95.7,Doctorate,Male,1,560-809-6950,LC1249,Grade 12,17,Germany
S32828,5.6,61.1,36.4,High School,Male,1,218-137-5107,LC8208,Grade 11,16,Germany
S32829,11.4,34.2,70.9,Associate,Female,1,393-998-2337,LC6540,Grade 12,17,England
S32830,9.3,120.8,64.2,Doctorate,Male,1,454-269-6118,LC4148,Grade 11,16,France
S32831,7.5,91.6,65.3,Doctorate,Female,1,476-769-2037,LC7852,Grade 11,16,Spain
S32832,7.7,56.1,91.7,Master,Male,1,137-479-1417,LC5624,Grade 10,15,France
S32833,12.9,95.5,56.2,Master,Female,3,991-454-5972,LC5935,Grade 11,16,England
S32834,6.0,58.8,71.5,Bachelor,Female,3,624-765-6238,LC5147,Grade 10,15,England
S32835,8.8,,65.2,High School,Male,,579-616-8171,LC8866,Grade 11,16,France
S32836,14.5,76.3,57.1,Bachelor,Male,0,714-870-1722,LC1786,Grade 11,16,Germany
S32837,11.2,66.1,55.4,Associate,Male,2,172-810-1324,LC5962,Grade 11,16,Germany
S32838,4.8,58.7,69.7,Master,Male,3,294-375-9785,LC3905,Grade 10,15,Germany
S32839,9.9,99.2,59.5,High School,Male,1,981-599-2237,LC7640,Grade 10,15,Germany
S32840,12.2,76.7,59.7,Bachelor,Male,0,392-540-3469,LC5923,Grade 10,15,England
S32841,14.9,108.6,50.0,Associate,Female,2,127-522-8371,LC7137,Grade 12,17,England
S32842,6.2,54.2,,Associate,Male,5,349-577-4591,LC1367,Grade 12,17,England
S32843,7.2,65.5,72.4,Master,Male,5,732-207-9958,LC7086,Grade 12,17,England
S32844,6.5,,56.8,Master,Male,3,913-948-4948,,Grade 10,15,Germany
S32845,6.8,97.1,72.7,Master,Male,0,934-872-2896,LC8948,Grade 12,17,England
S32846,12.0,59.2,77.0,Master,Female,3,324-703-1599,,Grade 12,17,Germany
S32847,13.0,86.4,73.8,Master,Male,5,741-622-2911,,Grade 11,16,Germany
S32848,15.3,81.9,82.4,High School,Female,1,436-828-2655,LC2384,Grade 10,15,Germany
S32849,9.5,103.6,79.8,Bachelor,Female,0,628-341-4182,LC7204,Grade 11,16,England
S32850,3.0,85.0,78.3,Doctorate,Female,2,342-679-4823,LC9315,Grade 12,17,Germany
S32851,13.3,39.1,61.1,Bachelor,Male,5,609-926-9505,,Grade 12,17,England
S32852,10.8,54.7,33.2,High School,Male,4,355-771-3653,LC8826,Grade 12,17,England
